,date,hour,holiday,weekday,count
2152,2018-03-31,23,No,Saturday,168
2153,2018-04-01,0,No,Sunday,124
2154,2018-04-01,1,No,Sunday,76
2155,2018-04-01,2,No,Sunday,50
2156,2018-04-01,3,No,Sunday,27
2157,2018-04-01,4,No,Sunday,6
2158,2018-04-01,5,No,Sunday,29
2159,2018-04-01,6,No,Sunday,54
2160,2018-04-01,7,No,Sunday,134
2161,2018-04-01,8,No,Sunday,280
2162,2018-04-01,9,No,Sunday,442
2163,2018-04-01,10,No,Sunday,753
2164,2018-04-01,11,No,Sunday,776
2165,2018-04-01,12,No,Sunday,887
2166,2018-04-01,13,No,Sunday,967
2167,2018-04-01,14,No,Sunday,975
2168,2018-04-01,15,No,Sunday,992
2169,2018-04-01,16,No,Sunday,900
2170,2018-04-01,17,No,Sunday,953
2171,2018-04-01,18,No,Sunday,793
2172,2018-04-01,19,No,Sunday,509
2173,2018-04-01,20,No,Sunday,306
2174,2018-04-01,21,No,Sunday,196
2175,2018-04-01,22,No,Sunday,138
2176,2018-04-01,23,No,Sunday,101
2177,2018-04-02,0,No,Monday,43
2178,2018-04-02,1,No,Monday,31
2179,2018-04-02,2,No,Monday,13
2180,2018-04-02,3,No,Monday,4
2181,2018-04-02,4,No,Monday,14
2182,2018-04-02,5,No,Monday,58
2183,2018-04-02,6,No,Monday,163
2184,2018-04-02,7,No,Monday,482
2185,2018-04-02,8,No,Monday,877
2186,2018-04-02,9,No,Monday,529
2187,2018-04-02,10,No,Monday,367
2188,2018-04-02,11,No,Monday,398
2189,2018-04-02,12,No,Monday,431
2190,2018-04-02,13,No,Monday,417
2191,2018-04-02,14,No,Monday,454
2192,2018-04-02,15,No,Monday,507
2193,2018-04-02,16,No,Monday,794
2194,2018-04-02,17,No,Monday,1282
2195,2018-04-02,18,No,Monday,1010
2196,2018-04-02,19,No,Monday,604
2197,2018-04-02,20,No,Monday,424
2198,2018-04-02,21,No,Monday,232
2199,2018-04-02,22,No,Monday,149
2200,2018-04-02,23,No,Monday,119
2201,2018-04-03,0,No,Tuesday,31
2202,2018-04-03,1,No,Tuesday,12
2203,2018-04-03,2,No,Tuesday,2
2204,2018-04-03,3,No,Tuesday,1
2205,2018-04-03,4,No,Tuesday,22
2206,2018-04-03,5,No,Tuesday,72
2207,2018-04-03,6,No,Tuesday,256
2208,2018-04-03,7,No,Tuesday,674
2209,2018-04-03,8,No,Tuesday,1207
2210,2018-04-03,9,No,Tuesday,567
2211,2018-04-03,10,No,Tuesday,300
2212,2018-04-03,11,No,Tuesday,371
2213,2018-04-03,12,No,Tuesday,445
2214,2018-04-03,13,No,Tuesday,422
2215,2018-04-03,14,No,Tuesday,354
2216,2018-04-03,15,No,Tuesday,374
2217,2018-04-03,16,No,Tuesday,621
2218,2018-04-03,17,No,Tuesday,1204
2219,2018-04-03,18,No,Tuesday,913
2220,2018-04-03,19,No,Tuesday,553
2221,2018-04-03,20,No,Tuesday,311
2222,2018-04-03,21,No,Tuesday,254
2223,2018-04-03,22,No,Tuesday,171
2224,2018-04-03,23,No,Tuesday,89
2225,2018-04-04,0,No,Wednesday,32
2226,2018-04-04,1,No,Wednesday,16
2227,2018-04-04,2,No,Wednesday,11
2228,2018-04-04,3,No,Wednesday,5
2229,2018-04-04,4,No,Wednesday,18
2230,2018-04-04,5,No,Wednesday,99
2231,2018-04-04,6,No,Wednesday,317
2232,2018-04-04,7,No,Wednesday,762
2233,2018-04-04,8,No,Wednesday,1236
2234,2018-04-04,9,No,Wednesday,629
2235,2018-04-04,10,No,Wednesday,342
2236,2018-04-04,11,No,Wednesday,365
2237,2018-04-04,12,No,Wednesday,329
2238,2018-04-04,13,No,Wednesday,398
2239,2018-04-04,14,No,Wednesday,450
2240,2018-04-04,15,No,Wednesday,495
2241,2018-04-04,16,No,Wednesday,705
2242,2018-04-04,17,No,Wednesday,1289
2243,2018-04-04,18,No,Wednesday,1013
2244,2018-04-04,19,No,Wednesday,620
2245,2018-04-04,20,No,Wednesday,332
2246,2018-04-04,21,No,Wednesday,257
2247,2018-04-04,22,No,Wednesday,126
2248,2018-04-04,23,No,Wednesday,63
2249,2018-04-05,0,No,Thursday,29
2250,2018-04-05,1,No,Thursday,13
2251,2018-04-05,2,No,Thursday,6
2252,2018-04-05,3,No,Thursday,3
2253,2018-04-05,4,No,Thursday,19
2254,2018-04-05,5,No,Thursday,72
2255,2018-04-05,6,No,Thursday,265
2256,2018-04-05,7,No,Thursday,713
2257,2018-04-05,8,No,Thursday,1107
2258,2018-04-05,9,No,Thursday,547
2259,2018-04-05,10,No,Thursday,343
2260,2018-04-05,11,No,Thursday,411
2261,2018-04-05,12,No,Thursday,501
2262,2018-04-05,13,No,Thursday,521
2263,2018-04-05,14,No,Thursday,548
2264,2018-04-05,15,No,Thursday,760
2265,2018-04-05,16,No,Thursday,963
2266,2018-04-05,17,No,Thursday,1575
2267,2018-04-05,18,No,Thursday,1340
2268,2018-04-05,19,No,Thursday,809
2269,2018-04-05,20,No,Thursday,506
2270,2018-04-05,21,No,Thursday,315
2271,2018-04-05,22,No,Thursday,263
2272,2018-04-05,23,No,Thursday,111
2273,2018-04-06,0,No,Friday,67
2274,2018-04-06,1,No,Friday,26
2275,2018-04-06,2,No,Friday,12
2276,2018-04-06,3,No,Friday,11
2277,2018-04-06,4,No,Friday,17
2278,2018-04-06,5,No,Friday,65
2279,2018-04-06,6,No,Friday,257
2280,2018-04-06,7,No,Friday,649
2281,2018-04-06,8,No,Friday,1171
2282,2018-04-06,9,No,Friday,678
2283,2018-04-06,10,No,Friday,382
2284,2018-04-06,11,No,Friday,574
2285,2018-04-06,12,No,Friday,665
2286,2018-04-06,13,No,Friday,760
2287,2018-04-06,14,No,Friday,803
2288,2018-04-06,15,No,Friday,1090
2289,2018-04-06,16,No,Friday,1503
2290,2018-04-06,17,No,Friday,2038
2291,2018-04-06,18,No,Friday,1592
2292,2018-04-06,19,No,Friday,990
2293,2018-04-06,20,No,Friday,565
2294,2018-04-06,21,No,Friday,402
2295,2018-04-06,22,No,Friday,345
2296,2018-04-06,23,No,Friday,268
2297,2018-04-07,0,No,Saturday,176
2298,2018-04-07,1,No,Saturday,104
2299,2018-04-07,2,No,Saturday,78
2300,2018-04-07,3,No,Saturday,29
2301,2018-04-07,4,No,Saturday,18
2302,2018-04-07,5,No,Saturday,18
2303,2018-04-07,6,No,Saturday,48
2304,2018-04-07,7,No,Saturday,84
2305,2018-04-07,8,No,Saturday,229
2306,2018-04-07,9,No,Saturday,400
2307,2018-04-07,10,No,Saturday,493
2308,2018-04-07,11,No,Saturday,680
2309,2018-04-07,12,No,Saturday,664
2310,2018-04-07,13,No,Saturday,607
2311,2018-04-07,14,No,Saturday,635
2312,2018-04-07,15,No,Saturday,641
2313,2018-04-07,16,No,Saturday,634
2314,2018-04-07,17,No,Saturday,562
2315,2018-04-07,18,No,Saturday,455
2316,2018-04-07,19,No,Saturday,347
2317,2018-04-07,20,No,Saturday,243
2318,2018-04-07,21,No,Saturday,188
2319,2018-04-07,22,No,Saturday,139
2320,2018-04-07,23,No,Saturday,109
2321,2018-04-08,0,No,Sunday,96
2322,2018-04-08,1,No,Sunday,71
2323,2018-04-08,2,No,Sunday,60
2324,2018-04-08,3,No,Sunday,27
2325,2018-04-08,4,No,Sunday,6
2326,2018-04-08,5,No,Sunday,16
2327,2018-04-08,6,No,Sunday,245
2328,2018-04-08,7,No,Sunday,153
2329,2018-04-08,8,No,Sunday,212
2330,2018-04-08,9,No,Sunday,428
2331,2018-04-08,10,No,Sunday,642
2332,2018-04-08,11,No,Sunday,722
2333,2018-04-08,12,No,Sunday,878
2334,2018-04-08,13,No,Sunday,973
2335,2018-04-08,14,No,Sunday,955
2336,2018-04-08,15,No,Sunday,903
2337,2018-04-08,16,No,Sunday,1047
2338,2018-04-08,17,No,Sunday,918
2339,2018-04-08,18,No,Sunday,710
2340,2018-04-08,19,No,Sunday,486
2341,2018-04-08,20,No,Sunday,229
2342,2018-04-08,21,No,Sunday,150
2343,2018-04-08,22,No,Sunday,123
2344,2018-04-08,23,No,Sunday,109
2345,2018-04-09,0,No,Monday,48
2346,2018-04-09,1,No,Monday,21
2347,2018-04-09,2,No,Monday,12
2348,2018-04-09,3,No,Monday,9
2349,2018-04-09,4,No,Monday,15
2350,2018-04-09,5,No,Monday,57
2351,2018-04-09,6,No,Monday,246
2352,2018-04-09,7,No,Monday,558
2353,2018-04-09,8,No,Monday,883
2354,2018-04-09,9,No,Monday,408
2355,2018-04-09,10,No,Monday,253
2356,2018-04-09,11,No,Monday,316
2357,2018-04-09,12,No,Monday,346
2358,2018-04-09,13,No,Monday,330
2359,2018-04-09,14,No,Monday,320
2360,2018-04-09,15,No,Monday,375
2361,2018-04-09,16,No,Monday,597
2362,2018-04-09,17,No,Monday,1149
2363,2018-04-09,18,No,Monday,956
2364,2018-04-09,19,No,Monday,494
2365,2018-04-09,20,No,Monday,309
2366,2018-04-09,21,No,Monday,219
2367,2018-04-09,22,No,Monday,85
2368,2018-04-09,23,No,Monday,40
2369,2018-04-10,0,No,Tuesday,23
2370,2018-04-10,1,No,Tuesday,7
2371,2018-04-10,2,No,Tuesday,6
2372,2018-04-10,3,No,Tuesday,4
2373,2018-04-10,4,No,Tuesday,16
2374,2018-04-10,5,No,Tuesday,83
2375,2018-04-10,6,No,Tuesday,265
2376,2018-04-10,7,No,Tuesday,738
2377,2018-04-10,8,No,Tuesday,1116
2378,2018-04-10,9,No,Tuesday,545
2379,2018-04-10,10,No,Tuesday,315
2380,2018-04-10,11,No,Tuesday,357
2381,2018-04-10,12,No,Tuesday,397
2382,2018-04-10,13,No,Tuesday,429
2383,2018-04-10,14,No,Tuesday,398
2384,2018-04-10,15,No,Tuesday,547
2385,2018-04-10,16,No,Tuesday,809
2386,2018-04-10,17,No,Tuesday,1490
2387,2018-04-10,18,No,Tuesday,1212
2388,2018-04-10,19,No,Tuesday,732
2389,2018-04-10,20,No,Tuesday,423
2390,2018-04-10,21,No,Tuesday,320
2391,2018-04-10,22,No,Tuesday,200
2392,2018-04-10,23,No,Tuesday,76
2393,2018-04-11,0,No,Wednesday,45
2394,2018-04-11,1,No,Wednesday,9
2395,2018-04-11,2,No,Wednesday,11
2396,2018-04-11,3,No,Wednesday,2
2397,2018-04-11,4,No,Wednesday,14
2398,2018-04-11,5,No,Wednesday,96
2399,2018-04-11,6,No,Wednesday,277
2400,2018-04-11,7,No,Wednesday,763
2401,2018-04-11,8,No,Wednesday,1218
2402,2018-04-11,9,No,Wednesday,554
2403,2018-04-11,10,No,Wednesday,309
2404,2018-04-11,11,No,Wednesday,394
2405,2018-04-11,12,No,Wednesday,448
2406,2018-04-11,13,No,Wednesday,485
2407,2018-04-11,14,No,Wednesday,438
2408,2018-04-11,15,No,Wednesday,584
2409,2018-04-11,16,No,Wednesday,830
2410,2018-04-11,17,No,Wednesday,1435
2411,2018-04-11,18,No,Wednesday,1273
2412,2018-04-11,19,No,Wednesday,834
2413,2018-04-11,20,No,Wednesday,490
2414,2018-04-11,21,No,Wednesday,342
2415,2018-04-11,22,No,Wednesday,206
2416,2018-04-11,23,No,Wednesday,106
2417,2018-04-12,0,No,Thursday,36
2418,2018-04-12,1,No,Thursday,14
2419,2018-04-12,2,No,Thursday,9
2420,2018-04-12,3,No,Thursday,6
2421,2018-04-12,4,No,Thursday,10
2422,2018-04-12,5,No,Thursday,81
2423,2018-04-12,6,No,Thursday,290
2424,2018-04-12,7,No,Thursday,777
2425,2018-04-12,8,No,Thursday,1245
2426,2018-04-12,9,No,Thursday,622
2427,2018-04-12,10,No,Thursday,340
2428,2018-04-12,11,No,Thursday,420
2429,2018-04-12,12,No,Thursday,501
2430,2018-04-12,13,No,Thursday,558
2431,2018-04-12,14,No,Thursday,565
2432,2018-04-12,15,No,Thursday,682
2433,2018-04-12,16,No,Thursday,1001
2434,2018-04-12,17,No,Thursday,1769
2435,2018-04-12,18,No,Thursday,1528
2436,2018-04-12,19,No,Thursday,1012
2437,2018-04-12,20,No,Thursday,572
2438,2018-04-12,21,No,Thursday,463
2439,2018-04-12,22,No,Thursday,361
2440,2018-04-12,23,No,Thursday,224
2441,2018-04-13,0,No,Friday,83
2442,2018-04-13,1,No,Friday,48
2443,2018-04-13,2,No,Friday,18
2444,2018-04-13,3,No,Friday,20
2445,2018-04-13,4,No,Friday,19
2446,2018-04-13,5,No,Friday,99
2447,2018-04-13,6,No,Friday,301
2448,2018-04-13,7,No,Friday,751
2449,2018-04-13,8,No,Friday,1227
2450,2018-04-13,9,No,Friday,678
2451,2018-04-13,10,No,Friday,560
2452,2018-04-13,11,No,Friday,674
2453,2018-04-13,12,No,Friday,777
2454,2018-04-13,13,No,Friday,872
2455,2018-04-13,14,No,Friday,992
2456,2018-04-13,15,No,Friday,1146
2457,2018-04-13,16,No,Friday,1401
2458,2018-04-13,17,No,Friday,1981
2459,2018-04-13,18,No,Friday,1505
2460,2018-04-13,19,No,Friday,965
2461,2018-04-13,20,No,Friday,702
2462,2018-04-13,21,No,Friday,489
2463,2018-04-13,22,No,Friday,477
2464,2018-04-13,23,No,Friday,311
2465,2018-04-14,0,No,Saturday,230
2466,2018-04-14,1,No,Saturday,143
2467,2018-04-14,2,No,Saturday,92
2468,2018-04-14,3,No,Saturday,50
2469,2018-04-14,4,No,Saturday,32
2470,2018-04-14,5,No,Saturday,27
2471,2018-04-14,6,No,Saturday,83
2472,2018-04-14,7,No,Saturday,191
2473,2018-04-14,8,No,Saturday,415
2474,2018-04-14,9,No,Saturday,797
2475,2018-04-14,10,No,Saturday,1074
2476,2018-04-14,11,No,Saturday,1395
2477,2018-04-14,12,No,Saturday,1636
2478,2018-04-14,13,No,Saturday,1754
2479,2018-04-14,14,No,Saturday,1620
2480,2018-04-14,15,No,Saturday,1796
2481,2018-04-14,16,No,Saturday,1641
2482,2018-04-14,17,No,Saturday,1560
2483,2018-04-14,18,No,Saturday,1296
2484,2018-04-14,19,No,Saturday,1135
2485,2018-04-14,20,No,Saturday,774
2486,2018-04-14,21,No,Saturday,643
2487,2018-04-14,22,No,Saturday,399
2488,2018-04-14,23,No,Saturday,330
2489,2018-04-15,0,No,Sunday,239
2490,2018-04-15,1,No,Sunday,189
2491,2018-04-15,2,No,Sunday,112
2492,2018-04-15,3,No,Sunday,64
2493,2018-04-15,4,No,Sunday,26
2494,2018-04-15,5,No,Sunday,22
2495,2018-04-15,6,No,Sunday,48
2496,2018-04-15,7,No,Sunday,106
2497,2018-04-15,8,No,Sunday,245
2498,2018-04-15,9,No,Sunday,477
2499,2018-04-15,10,No,Sunday,668
2500,2018-04-15,11,No,Sunday,306
2501,2018-04-15,12,No,Sunday,485
2502,2018-04-15,13,No,Sunday,368
2503,2018-04-15,14,No,Sunday,177
2504,2018-04-15,15,No,Sunday,279
2505,2018-04-15,16,No,Sunday,354
2506,2018-04-15,17,No,Sunday,173
2507,2018-04-15,18,No,Sunday,166
2508,2018-04-15,19,No,Sunday,98
2509,2018-04-15,20,No,Sunday,74
2510,2018-04-15,21,No,Sunday,73
2511,2018-04-15,22,No,Sunday,48
2512,2018-04-15,23,No,Sunday,58
2513,2018-04-16,0,No,Monday,11
2514,2018-04-16,1,No,Monday,7
2515,2018-04-16,2,No,Monday,1
2516,2018-04-16,3,No,Monday,1
2517,2018-04-16,4,No,Monday,7
2518,2018-04-16,5,No,Monday,30
2519,2018-04-16,6,No,Monday,150
2520,2018-04-16,7,No,Monday,414
2521,2018-04-16,8,No,Monday,607
2522,2018-04-16,9,No,Monday,200
2523,2018-04-16,10,No,Monday,127
2524,2018-04-16,11,No,Monday,205
2525,2018-04-16,12,No,Monday,261
2526,2018-04-16,13,No,Monday,219
2527,2018-04-16,14,No,Monday,198
2528,2018-04-16,15,No,Monday,339
2529,2018-04-16,16,No,Monday,586
2530,2018-04-16,17,No,Monday,1079
2531,2018-04-16,18,No,Monday,854
2532,2018-04-16,19,No,Monday,486
2533,2018-04-16,20,No,Monday,338
2534,2018-04-16,21,No,Monday,205
2535,2018-04-16,22,No,Monday,131
2536,2018-04-16,23,No,Monday,65
2537,2018-04-17,0,No,Tuesday,28
2538,2018-04-17,1,No,Tuesday,8
2539,2018-04-17,2,No,Tuesday,6
2540,2018-04-17,3,No,Tuesday,2
2541,2018-04-17,4,No,Tuesday,10
2542,2018-04-17,5,No,Tuesday,77
2543,2018-04-17,6,No,Tuesday,303
2544,2018-04-17,7,No,Tuesday,725
2545,2018-04-17,8,No,Tuesday,1350
2546,2018-04-17,9,No,Tuesday,628
2547,2018-04-17,10,No,Tuesday,292
2548,2018-04-17,11,No,Tuesday,292
2549,2018-04-17,12,No,Tuesday,360
2550,2018-04-17,13,No,Tuesday,299
2551,2018-04-17,14,No,Tuesday,291
2552,2018-04-17,15,No,Tuesday,384
2553,2018-04-17,16,No,Tuesday,574
2554,2018-04-17,17,No,Tuesday,1118
2555,2018-04-17,18,No,Tuesday,941
2556,2018-04-17,19,No,Tuesday,559
2557,2018-04-17,20,No,Tuesday,324
2558,2018-04-17,21,No,Tuesday,243
2559,2018-04-17,22,No,Tuesday,127
2560,2018-04-17,23,No,Tuesday,58
2561,2018-04-18,0,No,Wednesday,31
2562,2018-04-18,1,No,Wednesday,5
2563,2018-04-18,2,No,Wednesday,2
2564,2018-04-18,3,No,Wednesday,6
2565,2018-04-18,4,No,Wednesday,17
2566,2018-04-18,5,No,Wednesday,86
2567,2018-04-18,6,No,Wednesday,271
2568,2018-04-18,7,No,Wednesday,717
2569,2018-04-18,8,No,Wednesday,1132
2570,2018-04-18,9,No,Wednesday,568
2571,2018-04-18,10,No,Wednesday,285
2572,2018-04-18,11,No,Wednesday,377
2573,2018-04-18,12,No,Wednesday,464
2574,2018-04-18,13,No,Wednesday,496
2575,2018-04-18,14,No,Wednesday,528
2576,2018-04-18,15,No,Wednesday,616
2577,2018-04-18,16,No,Wednesday,867
2578,2018-04-18,17,No,Wednesday,1481
2579,2018-04-18,18,No,Wednesday,1342
2580,2018-04-18,19,No,Wednesday,831
2581,2018-04-18,20,No,Wednesday,551
2582,2018-04-18,21,No,Wednesday,376
2583,2018-04-18,22,No,Wednesday,247
2584,2018-04-18,23,No,Wednesday,99
2585,2018-04-19,0,No,Thursday,58
2586,2018-04-19,1,No,Thursday,8
2587,2018-04-19,2,No,Thursday,6
2588,2018-04-19,3,No,Thursday,12
2589,2018-04-19,4,No,Thursday,16
2590,2018-04-19,5,No,Thursday,76
2591,2018-04-19,6,No,Thursday,285
2592,2018-04-19,7,No,Thursday,622
2593,2018-04-19,8,No,Thursday,648
2594,2018-04-19,9,No,Thursday,473
2595,2018-04-19,10,No,Thursday,356
2596,2018-04-19,11,No,Thursday,308
2597,2018-04-19,12,No,Thursday,292
2598,2018-04-19,13,No,Thursday,339
2599,2018-04-19,14,No,Thursday,366
2600,2018-04-19,15,No,Thursday,468
2601,2018-04-19,16,No,Thursday,677
2602,2018-04-19,17,No,Thursday,1187
2603,2018-04-19,18,No,Thursday,1032
2604,2018-04-19,19,No,Thursday,589
2605,2018-04-19,20,No,Thursday,332
2606,2018-04-19,21,No,Thursday,268
2607,2018-04-19,22,No,Thursday,186
2608,2018-04-19,23,No,Thursday,88
2609,2018-04-20,0,No,Friday,48
2610,2018-04-20,1,No,Friday,20
2611,2018-04-20,2,No,Friday,16
2612,2018-04-20,3,No,Friday,8
2613,2018-04-20,4,No,Friday,13
2614,2018-04-20,5,No,Friday,69
2615,2018-04-20,6,No,Friday,250
2616,2018-04-20,7,No,Friday,612
2617,2018-04-20,8,No,Friday,1041
2618,2018-04-20,9,No,Friday,607
2619,2018-04-20,10,No,Friday,319
2620,2018-04-20,11,No,Friday,437
2621,2018-04-20,12,No,Friday,612
2622,2018-04-20,13,No,Friday,607
2623,2018-04-20,14,No,Friday,628
2624,2018-04-20,15,No,Friday,804
2625,2018-04-20,16,No,Friday,1040
2626,2018-04-20,17,No,Friday,1405
2627,2018-04-20,18,No,Friday,1141
2628,2018-04-20,19,No,Friday,728
2629,2018-04-20,20,No,Friday,423
2630,2018-04-20,21,No,Friday,283
2631,2018-04-20,22,No,Friday,244
2632,2018-04-20,23,No,Friday,212
2633,2018-04-21,0,No,Saturday,144
2634,2018-04-21,1,No,Saturday,68
2635,2018-04-21,2,No,Saturday,48
2636,2018-04-21,3,No,Saturday,22
2637,2018-04-21,4,No,Saturday,11
2638,2018-04-21,5,No,Saturday,24
2639,2018-04-21,6,No,Saturday,61
2640,2018-04-21,7,No,Saturday,142
2641,2018-04-21,8,No,Saturday,346
2642,2018-04-21,9,No,Saturday,569
2643,2018-04-21,10,No,Saturday,746
2644,2018-04-21,11,No,Saturday,983
2645,2018-04-21,12,No,Saturday,1102
2646,2018-04-21,13,No,Saturday,1349
2647,2018-04-21,14,No,Saturday,1461
2648,2018-04-21,15,No,Saturday,1294
2649,2018-04-21,16,No,Saturday,1311
2650,2018-04-21,17,No,Saturday,1219
2651,2018-04-21,18,No,Saturday,1034
2652,2018-04-21,19,No,Saturday,742
2653,2018-04-21,20,No,Saturday,479
2654,2018-04-21,21,No,Saturday,322
2655,2018-04-21,22,No,Saturday,292
2656,2018-04-21,23,No,Saturday,271
2657,2018-04-22,0,No,Sunday,141
2658,2018-04-22,1,No,Sunday,94
2659,2018-04-22,2,No,Sunday,89
2660,2018-04-22,3,No,Sunday,51
2661,2018-04-22,4,No,Sunday,19
2662,2018-04-22,5,No,Sunday,29
2663,2018-04-22,6,No,Sunday,53
2664,2018-04-22,7,No,Sunday,112
2665,2018-04-22,8,No,Sunday,252
2666,2018-04-22,9,No,Sunday,493
2667,2018-04-22,10,No,Sunday,831
2668,2018-04-22,11,No,Sunday,1120
2669,2018-04-22,12,No,Sunday,1245
2670,2018-04-22,13,No,Sunday,1328
2671,2018-04-22,14,No,Sunday,1351
2672,2018-04-22,15,No,Sunday,1234
2673,2018-04-22,16,No,Sunday,1173
2674,2018-04-22,17,No,Sunday,1021
2675,2018-04-22,18,No,Sunday,790
2676,2018-04-22,19,No,Sunday,610
2677,2018-04-22,20,No,Sunday,423
2678,2018-04-22,21,No,Sunday,309
2679,2018-04-22,22,No,Sunday,159
2680,2018-04-22,23,No,Sunday,75
2681,2018-04-23,0,No,Monday,37
2682,2018-04-23,1,No,Monday,10
2683,2018-04-23,2,No,Monday,7
2684,2018-04-23,3,No,Monday,9
2685,2018-04-23,4,No,Monday,23
2686,2018-04-23,5,No,Monday,82
2687,2018-04-23,6,No,Monday,273
2688,2018-04-23,7,No,Monday,746
2689,2018-04-23,8,No,Monday,1071
2690,2018-04-23,9,No,Monday,510
2691,2018-04-23,10,No,Monday,350
2692,2018-04-23,11,No,Monday,495
2693,2018-04-23,12,No,Monday,628
2694,2018-04-23,13,No,Monday,576
2695,2018-04-23,14,No,Monday,584
2696,2018-04-23,15,No,Monday,647
2697,2018-04-23,16,No,Monday,951
2698,2018-04-23,17,No,Monday,1596
2699,2018-04-23,18,No,Monday,1365
2700,2018-04-23,19,No,Monday,797
2701,2018-04-23,20,No,Monday,498
2702,2018-04-23,21,No,Monday,314
2703,2018-04-23,22,No,Monday,152
2704,2018-04-23,23,No,Monday,95
2705,2018-04-24,0,No,Tuesday,42
2706,2018-04-24,1,No,Tuesday,20
2707,2018-04-24,2,No,Tuesday,6
2708,2018-04-24,3,No,Tuesday,2
2709,2018-04-24,4,No,Tuesday,23
2710,2018-04-24,5,No,Tuesday,110
2711,2018-04-24,6,No,Tuesday,320
2712,2018-04-24,7,No,Tuesday,861
2713,2018-04-24,8,No,Tuesday,1360
2714,2018-04-24,9,No,Tuesday,616
2715,2018-04-24,10,No,Tuesday,306
2716,2018-04-24,11,No,Tuesday,352
2717,2018-04-24,12,No,Tuesday,402
2718,2018-04-24,13,No,Tuesday,397
2719,2018-04-24,14,No,Tuesday,324
2720,2018-04-24,15,No,Tuesday,231
2721,2018-04-24,16,No,Tuesday,256
2722,2018-04-24,17,No,Tuesday,493
2723,2018-04-24,18,No,Tuesday,411
2724,2018-04-24,19,No,Tuesday,222
2725,2018-04-24,20,No,Tuesday,145
2726,2018-04-24,21,No,Tuesday,103
2727,2018-04-24,22,No,Tuesday,44
2728,2018-04-24,23,No,Tuesday,31
2729,2018-04-25,0,No,Wednesday,13
2730,2018-04-25,1,No,Wednesday,10
2731,2018-04-25,2,No,Wednesday,1
2732,2018-04-25,3,No,Wednesday,1
2733,2018-04-25,4,No,Wednesday,6
2734,2018-04-25,5,No,Wednesday,74
2735,2018-04-25,6,No,Wednesday,229
2736,2018-04-25,7,No,Wednesday,614
2737,2018-04-25,8,No,Wednesday,849
2738,2018-04-25,9,No,Wednesday,324
2739,2018-04-25,10,No,Wednesday,214
2740,2018-04-25,11,No,Wednesday,220
2741,2018-04-25,12,No,Wednesday,338
2742,2018-04-25,13,No,Wednesday,320
2743,2018-04-25,14,No,Wednesday,334
2744,2018-04-25,15,No,Wednesday,503
2745,2018-04-25,16,No,Wednesday,768
2746,2018-04-25,17,No,Wednesday,1253
2747,2018-04-25,18,No,Wednesday,1149
2748,2018-04-25,19,No,Wednesday,701
2749,2018-04-25,20,No,Wednesday,505
2750,2018-04-25,21,No,Wednesday,370
2751,2018-04-25,22,No,Wednesday,246
2752,2018-04-25,23,No,Wednesday,132
2753,2018-04-26,0,No,Thursday,54
2754,2018-04-26,1,No,Thursday,23
2755,2018-04-26,2,No,Thursday,16
2756,2018-04-26,3,No,Thursday,8
2757,2018-04-26,4,No,Thursday,14
2758,2018-04-26,5,No,Thursday,95
2759,2018-04-26,6,No,Thursday,348
2760,2018-04-26,7,No,Thursday,872
2761,2018-04-26,8,No,Thursday,1335
2762,2018-04-26,9,No,Thursday,638
2763,2018-04-26,10,No,Thursday,403
2764,2018-04-26,11,No,Thursday,480
2765,2018-04-26,12,No,Thursday,594
2766,2018-04-26,13,No,Thursday,640
2767,2018-04-26,14,No,Thursday,590
2768,2018-04-26,15,No,Thursday,761
2769,2018-04-26,16,No,Thursday,1071
2770,2018-04-26,17,No,Thursday,1776
2771,2018-04-26,18,No,Thursday,1522
2772,2018-04-26,19,No,Thursday,1014
2773,2018-04-26,20,No,Thursday,615
2774,2018-04-26,21,No,Thursday,514
2775,2018-04-26,22,No,Thursday,341
2776,2018-04-26,23,No,Thursday,217
2777,2018-04-27,0,No,Friday,75
2778,2018-04-27,1,No,Friday,64
2779,2018-04-27,2,No,Friday,43
2780,2018-04-27,3,No,Friday,6
2781,2018-04-27,4,No,Friday,3
2782,2018-04-27,5,No,Friday,28
2783,2018-04-27,6,No,Friday,93
2784,2018-04-27,7,No,Friday,249
2785,2018-04-27,8,No,Friday,485
2786,2018-04-27,9,No,Friday,451
2787,2018-04-27,10,No,Friday,312
2788,2018-04-27,11,No,Friday,446
2789,2018-04-27,12,No,Friday,512
2790,2018-04-27,13,No,Friday,535
2791,2018-04-27,14,No,Friday,592
2792,2018-04-27,15,No,Friday,745
2793,2018-04-27,16,No,Friday,1015
2794,2018-04-27,17,No,Friday,1436
2795,2018-04-27,18,No,Friday,1131
2796,2018-04-27,19,No,Friday,710
2797,2018-04-27,20,No,Friday,471
2798,2018-04-27,21,No,Friday,375
2799,2018-04-27,22,No,Friday,310
2800,2018-04-27,23,No,Friday,239
2801,2018-04-28,0,No,Saturday,164
2802,2018-04-28,1,No,Saturday,105
2803,2018-04-28,2,No,Saturday,60
2804,2018-04-28,3,No,Saturday,34
2805,2018-04-28,4,No,Saturday,9
2806,2018-04-28,5,No,Saturday,35
2807,2018-04-28,6,No,Saturday,67
2808,2018-04-28,7,No,Saturday,174
2809,2018-04-28,8,No,Saturday,334
2810,2018-04-28,9,No,Saturday,576
2811,2018-04-28,10,No,Saturday,848
2812,2018-04-28,11,No,Saturday,1165
